cenario,linha_desligada,from_bus_linha,to_bus_linha,barra_impactada,diferenca_tensao_pu,tensao_antes_pu,tensao_depois_pu
0.0,10.0,5.0,8.0,27,0.001319428627331809,0.9722319272090111,0.9709124985816793
0.0,10.0,5.0,8.0,5,0.0013168177362379296,0.9705902194255033,0.9692734016892653
0.0,10.0,5.0,8.0,6,0.0010685333759342663,0.9646009349825583,0.963532401606624
0.0,10.0,5.0,8.0,3,0.0009742576772652223,0.9779674232069707,0.9769931655297055
0.0,10.0,5.0,8.0,2,0.0008074439514599296,0.9813504368589504,0.9805429929074905
0.0,10.0,5.0,8.0,4,0.0006736459195446631,0.9802094917780941,0.9795358458585495
0.0,10.0,5.0,8.0,9,0.0006412602525854849,0.9809927140702321,0.9816339743228176
0.0,11.0,5.0,9.0,7,0.0007151665634395066,0.9576555555986516,0.9569403890352121
0.0,11.0,5.0,9.0,5,0.0007087114033416109,0.9705902194255033,0.9698815080221617
0.0,11.0,5.0,9.0,27,0.0006941742016886021,0.9722319272090111,0.9715377530073225
0.0,11.0,5.0,9.0,6,0.0005748864665193754,0.9646009349825583,0.9640260485160389
0.0,11.0,5.0,9.0,3,0.0005081342366006769,0.9779674232069707,0.97745928897037
0.0,11.0,5.0,9.0,2,0.0004207782198082377,0.9813504368589504,0.9809296586391422
0.0,11.0,5.0,9.0,9,0.00039997085535392607,0.9809927140702321,0.9813926849255861
0.0,11.0,5.0,9.0,4,0.00036140442045107246,0.9802094917780941,0.9798480873576431
0.0,11.0,5.0,9.0,16,0.000336556432519286,0.9737576588349747,0.974094215267494
0.0,11.0,5.0,9.0,19,0.00028662560955872163,0.9662361261276962,0.9665227517372549
0.0,13.0,8.0,9.0,10,0.008091095866920806,0.9773644975561867,0.9692734016892659
0.0,13.0,8.0,9.0,8,0.008091095866920806,0.9773644975561867,0.9692734016892659
0.0,13.0,8.0,9.0,7,0.001333100620730665,0.9576555555986516,0.9563224549779209
0.0,13.0,8.0,9.0,27,0.0013194286273312539,0.9722319272090111,0.9709124985816798
0.0,13.0,8.0,9.0,5,0.0013168177362373745,0.9705902194255033,0.9692734016892659
0.0,13.0,8.0,9.0,6,0.0010685333759336002,0.9646009349825583,0.9635324016066247
0.0,13.0,8.0,9.0,3,0.0009742576772647782,0.9779674232069707,0.9769931655297059
0.0,13.0,8.0,9.0,2,0.0008074439514594856,0.9813504368589504,0.9805429929074909
0.0,13.0,8.0,9.0,4,0.0006736459195443301,0.9802094917780941,0.9795358458585498
0.0,13.0,8.0,9.0,9,0.0006412602525852629,0.9809927140702321,0.9816339743228174
0.0,14.0,3.0,11.0,11,0.001965307251421744,0.9848775254988246,0.9868428327502463
0.0,14.0,3.0,11.0,13,0.0015435935708310033,0.9761621152002475,0.9777057087710785
0.0,14.0,3.0,11.0,3,0.0013369368071031174,0.9779674232069707,0.9766304863998676
0.0,14.0,3.0,11.0,14,0.0012108419901061263,0.9799848276906057,0.9811956696807118
0.0,14.0,3.0,11.0,15,0.0012057635841442593,0.9755827144921644,0.9767884780763086
0.0,14.0,3.0,11.0,2,0.0011032556733658883,0.9813504368589504,0.9802471811855845
0.0,14.0,3.0,11.0,17,0.0008496921664391532,0.9665706187578168,0.967420310924256
0.0,14.0,3.0,11.0,5,0.0008493947850228833,0.9705902194255033,0.9697408246404804
0.0,14.0,3.0,11.0,7,0.0008478010254767687,0.9576555555986516,0.9568077545731748
0.0,14.0,3.0,11.0,27,0.0007668932241114979,0.9722319272090111,0.9714650339848996
0.0,16.0,11.0,13.0,13,0.01633988552708565,0.9761621152002475,0.9598222296731619
0.0,16.0,11.0,13.0,14,0.002295756748790234,0.9799848276906057,0.9776890709418155
0.0,16.0,11.0,13.0,17,0.001436513399142747,0.9665706187578168,0.965134105358674
0.0,16.0,11.0,13.0,18,0.0009713478418089672,0.962558730530196,0.9615873826883871
0.0,16.0,11.0,13.0,11,0.0008056234797555462,0.9848775254988246,0.9856831489785801
0.0,16.0,11.0,13.0,19,0.0007307263811214826,0.9662361261276962,0.9655053997465747
0.0,16.0,11.0,13.0,15,0.0004227830547158806,0.9755827144921644,0.9760054975468803
0.0,16.0,11.0,13.0,3,0.00013538332711027223,0.9779674232069707,0.978102806534081
0.0,16.0,11.0,13.0,16,0.00011548104621839084,0.9737576588349747,0.9738731398811931
0.0,16.0,11.0,13.0,2,0.00011129955439459494,0.9813504368589504,0.981461736413345
0.0,17.0,11.0,14.0,14,0.00476257517639378,0.9799848276906057,0.9752222525142119
0.0,17.0,11.0,14.0,17,0.002799235864052396,0.9665706187578168,0.9637713828937644
0.0,17.0,11.0,14.0,18,0.0018363238442886676,0.962558730530196,0.9607224066859074
0.0,17.0,11.0,14.0,19,0.0013715036543967551,0.9662361261276962,0.9648646224732994
0.0,17.0,11.0,14.0,11,0.0012373751292913404,0.9848775254988246,0.9861149006281159
0.0,17.0,11.0,14.0,13,0.0010380162117228364,0.9761621152002475,0.9772001314119704
0.0,17.0,11.0,14.0,15,0.0005396791796464795,0.9755827144921644,0.9761223936718109
0.0,17.0,11.0,14.0,23,0.00030699202667983094,0.986645835578869,0.9863388435521891
0.0,17.0,11.0,14.0,3,0.0002906408372572722,0.9779674232069707,0.978258064044228
0.0,17.0,11.0,14.0,2,0.00024130269906585955,0.9813504368589504,0.9815917395580163
0.0,18.0,11.0,15.0,15,0.012514131229855119,0.9755827144921644,0.9630685832623093
0.0,18.0,11.0,15.0,16,0.004323588195435435,0.9737576588349747,0.9694340706395392
0.0,18.0,11.0,15.0,11,0.0018010344380486876,0.9848775254988246,0.9866785599368733
0.0,18.0,11.0,15.0,13,0.0017472777594588207,0.9761621152002475,0.9779093929597064
0.0,18.0,11.0,15.0,9,0.0011721633123052966,0.9809927140702321,0.9798205507579268
0.0,18.0,11.0,15.0,10,0.00095157922388589,0.9773644975561867,0.9764129183323008
0.0,18.0,11.0,15.0,8,0.00095157922388589,0.9773644975561867,0.9764129183323008
0.0,18.0,11.0,15.0,19,0.0008298245901513512,0.9662361261276962,0.9654063015375448
0.0,18.0,11.0,15.0,18,0.0007303483510324726,0.962558730530196,0.9618283821791636
0.0,18.0,11.0,15.0,14,0.0005824007332841941,0.9799848276906057,0.9805672284238899
0.0,19.0,13.0,14.0,13,0.0038582251020325975,0.9761621152002475,0.9723038900982149
0.0,19.0,13.0,14.0,14,0.0007658297049621954,0.9799848276906057,0.9807506573955679
0.0,19.0,13.0,14.0,17,0.0004939932782426215,0.9665706187578168,0.9670646120360594
0.0,19.0,13.0,14.0,11,0.00037957964283474865,0.9848775254988246,0.9844979458559898
0.0,19.0,13.0,14.0,18,0.00033768917751431093,0.962558730530196,0.9628964197077103
0.0,19.0,13.0,14.0,19,0.00025380630789439973,0.9662361261276962,0.9664899324355906
0.0,19.0,13.0,14.0,15,0.00021172075262920753,0.9755827144921644,0.9753709937395352
0.0,19.0,13.0,14.0,3,6.566721816037013e-05,0.9779674232069707,0.9779017559888104
0.0,19.0,13.0,14.0,16,6.032755842433346e-05,0.9737576588349747,0.9736973312765503
0.0,19.0,13.0,14.0,2,5.427190963103179e-05,0.9813504368589504,0.9812961649493194
0.0,20.0,15.0,16.0,15,0.0025432867207267895,0.9755827144921644,0.9781260012128912
0.0,20.0,15.0,16.0,16,0.0005849928434336071,0.9737576588349747,0.9731726659915411
0.0,20.0,15.0,16.0,17,0.00033736072647050364,0.9665706187578168,0.9662332580313463
0.0,20.0,15.0,16.0,18,0.00028445245656072426,0.962558730530196,0.9622742780736353
0.0,20.0,15.0,16.0,13,0.00027598702332609637,0.9761621152002475,0.9764381022235736
0.0,20.0,15.0,16.0,19,0.000212139427510194,0.9662361261276962,0.966023986700186
0.0,20.0,15.0,16.0,14,0.00018572706329900157,0.9799848276906057,0.9797991006273067
0.0,20.0,15.0,16.0,7,0.00017520347662092206,0.9576555555986516,0.9574803521220306
0.0,20.0,15.0,16.0,27,0.00017409506741095093,0.9722319272090111,0.9720578321416001
0.0,20.0,15.0,16.0,5,0.0001729602197556579,0.9705902194255033,0.9704172592057476
0.0,21.0,14.0,17.0,17,0.02545647829345077,0.9665706187578168,0.941114140464366
0.0,21.0,14.0,17.0,18,0.018052607966139833,0.962558730530196,0.9445061225640562
0.0,21.0,14.0,17.0,19,0.014156562688595886,0.9662361261276962,0.9520795634391003
0.0,21.0,14.0,17.0,14,0.005255281153388025,0.9799848276906057,0.9852401088439937
0.0,21.0,14.0,17.0,13,0.0024857305869042667,0.9761621152002475,0.9786478457871518
0.0,21.0,14.0,17.0,9,0.0019300336823107056,0.9809927140702321,0.9790626803879214
0.0,21.0,14.0,17.0,16,0.001656618726428749,0.9737576588349747,0.9721010401085459
0.0,21.0,14.0,17.0,10,0.0014935460578997528,0.9773644975561867,0.975870951498287
0.0,21.0,14.0,17.0,8,0.0014935460578997528,0.9773644975561867,0.975870951498287
0.0,21.0,14.0,17.0,11,0.0010073086616962934,0.9848775254988246,0.9858848341605209
0.0,22.0,17.0,18.0,17,0.010587183879020912,0.9665706187578168,0.9771578026368377
0.0,22.0,17.0,18.0,18,0.00958040649980807,0.962558730530196,0.952978324030388
0.0,22.0,17.0,18.0,19,0.007504055710707669,0.9662361261276962,0.9587320704169885
0.0,22.0,17.0,18.0,14,0.0029866100033490994,0.9799848276906057,0.9829714376939548
0.0,22.0,17.0,18.0,13,0.0013039791537738932,0.9761621152002475,0.9774660943540214
0.0,22.0,17.0,18.0,9,0.000978914807810316,0.9809927140702321,0.9800137992624218
0.0,22.0,17.0,18.0,16,0.000868459318274617,0.9737576588349747,0.9728891995167
0.0,22.0,17.0,18.0,10,0.000769138137027503,0.9773644975561867,0.9765953594191592
0.0,22.0,17.0,18.0,8,0.000769138137027503,0.9773644975561867,0.9765953594191592
0.0,22.0,17.0,18.0,11,0.0004957669166467671,0.9848775254988246,0.9853732924154713
0.0,26.0,9.0,20.0,9,0.009108190083872869,0.9809927140702321,0.9718845239863593
0.0,26.0,9.0,20.0,16,0.007953829309877647,0.9737576588349747,0.965803829525097
0.0,26.0,9.0,20.0,19,0.00686933971566861,0.9662361261276962,0.9593667864120276
0.0,26.0,9.0,20.0,10,0.006689783570509089,0.9773644975561867,0.9706747139856776
0.0,26.0,9.0,20.0,8,0.006689783570509089,0.9773644975561867,0.9706747139856776
0.0,26.0,9.0,20.0,18,0.006112079416472516,0.962558730530196,0.9564466511137235
0.0,26.0,9.0,20.0,15,0.0050408177489583705,0.9755827144921644,0.970541896743206
0.0,26.0,9.0,20.0,17,0.0046281091268011165,0.9665706187578168,0.9619425096310157
0.0,26.0,9.0,20.0,20,0.0024033350092855787,0.9892762161397121,0.9916795511489976
0.0,26.0,9.0,20.0,5,0.002079875107369289,0.9705902194255033,0.968510344318134
0.0,27.0,9.0,21.0,9,0.005569449152835526,0.9809927140702321,0.9754232649173966
0.0,27.0,9.0,21.0,16,0.004869347218388942,0.9737576588349747,0.9688883116165857
0.0,27.0,9.0,21.0,19,0.004207393915094504,0.9662361261276962,0.9620287322126017
0.0,27.0,9.0,21.0,10,0.0040945022338981785,0.9773644975561867,0.9732699953222885
0.0,27.0,9.0,21.0,8,0.0040945022338981785,0.9773644975561867,0.9732699953222885
0.0,27.0,9.0,21.0,18,0.0037472571059858906,0.962558730530196,0.9588114734242101
0.0,27.0,9.0,21.0,15,0.0030957198104090144,0.9755827144921644,0.9724869946817554
0.0,27.0,9.0,21.0,17,0.0028424114457066274,0.9665706187578168,0.9637282073121102
0.0,27.0,9.0,21.0,14,0.0012796219617690063,0.9799848276906057,0.9787052057288367
0.0,27.0,9.0,21.0,5,0.0012794847827363176,0.9705902194255033,0.969310734642767
0.0,28.0,20.0,21.0,20,0.04747294874289332,0.9892762161397121,0.9418032673968187
0.0,28.0,20.0,21.0,9,0.02490771876908593,0.9809927140702321,0.9560849953011462
0.0,28.0,20.0,21.0,16,0.021831273026153952,0.9737576588349747,0.9519263858088207
0.0,28.0,20.0,21.0,19,0.018884280549909982,0.9662361261276962,0.9473518455777862
0.0,28.0,20.0,21.0,10,0.01835956770021785,0.9773644975561867,0.9590049298559689
0.0,28.0,20.0,21.0,8,0.01835956770021785,0.9773644975561867,0.9590049298559689
0.0,28.0,20.0,21.0,18,0.016853587924981595,0.962558730530196,0.9457051426052144
0.0,28.0,20.0,21.0,15,0.01396185935312133,0.9755827144921644,0.961620855139043
0.0,28.0,20.0,21.0,17,0.012827898709201313,0.9665706187578168,0.9537427200486155
0.0,28.0,20.0,21.0,5,0.0058247895465679544,0.9705902194255033,0.9647654298789353
0.0,29.0,14.0,22.0,14,0.01510881629836669,0.9799848276906057,0.964876011392239
0.0,29.0,14.0,22.0,17,0.01024744723622617,0.9665706187578168,0.9563231715215906
0.0,29.0,14.0,22.0,13,0.010100773947566921,0.9761621152002475,0.9660613412526806
0.0,29.0,14.0,22.0,18,0.007562800200416442,0.962558730530196,0.9549959303297796
0.0,29.0,14.0,22.0,19,0.006146554260683446,0.9662361261276962,0.9600895718670127
0.0,29.0,14.0,22.0,11,0.005779495676199509,0.9848775254988246,0.9790980298226251
0.0,29.0,14.0,22.0,15,0.0038860708090677765,0.9755827144921644,0.9716966436830966
0.0,29.0,14.0,22.0,16,0.0023387029359556166,0.9737576588349747,0.971418955899019
0.0,29.0,14.0,22.0,9,0.0017827760871443887,0.9809927140702321,0.9792099379830878
0.0,29.0,14.0,22.0,10,0.0014698185076023051,0.9773644975561867,0.9758946790485844
0.0,30.0,21.0,23.0,23,0.009815474994807394,0.986645835578869,0.9768303605840616
0.0,30.0,21.0,23.0,25,0.003907141607157882,0.9714981560876091,0.9675910144804513
0.0,30.0,21.0,23.0,24,0.00383291846448508,0.989832787383447,0.985999868918962
0.0,30.0,21.0,23.0,13,0.00021171807083275596,0.9761621152002475,0.9759503971294148
0.0,30.0,21.0,23.0,9,0.00016511804936403252,0.9809927140702321,0.9811578321195962
0.0,30.0,21.0,23.0,11,0.00013243890571490446,0.9848775254988246,0.9847450865931097
0.0,30.0,21.0,23.0,27,9.061295366408206e-05,0.9722319272090111,0.9723225401626752
0.0,30.0,21.0,23.0,10,8.819732997467078e-05,0.9773644975561867,0.9774526948861614
0.0,30.0,21.0,23.0,8,8.819732997467078e-05,0.9773644975561867,0.9774526948861614
0.0,30.0,21.0,23.0,16,7.898710130294084e-05,0.9737576588349747,0.9738366459362776
0.0,31.0,22.0,23.0,23,0.009079111110190996,0.986645835578869,0.977566724468678
0.0,31.0,22.0,23.0,25,0.003561080929655236,0.9714981560876091,0.9679370751579539
0.0,31.0,22.0,23.0,24,0.0034934561046473522,0.989832787383447,0.9863393312787997
0.0,31.0,22.0,23.0,13,0.0015819786316978446,0.9761621152002475,0.9745801365685497
0.0,31.0,22.0,23.0,11,0.001189112514092927,0.9848775254988246,0.9836884129847316
0.0,31.0,22.0,23.0,15,0.0008899291463215775,0.9755827144921644,0.9746927853458428
0.0,31.0,22.0,23.0,17,0.0008038173811369953,0.9665706187578168,0.9657668013766798
0.0,31.0,22.0,23.0,14,0.0007065654898322782,0.9799848276906057,0.9792782622007734
0.0,31.0,22.0,23.0,18,0.0006245391690278268,0.962558730530196,0.9619341913611682
0.0,31.0,22.0,23.0,27,0.0004786503617106863,0.9722319272090111,0.9717532768473004
0.0,32.0,23.0,24.0,25,0.0018177815776234674,0.9714981560876091,0.9733159376652326
0.0,32.0,23.0,24.0,24,0.00178345342474584,0.989832787383447,0.9916162408081929
0.0,32.0,23.0,24.0,23,0.0011377610784424341,0.986645835578869,0.9855080745004265
0.0,32.0,23.0,24.0,27,0.0005937801136338683,0.9722319272090111,0.972825707322645
0.0,32.0,23.0,24.0,13,0.0005522265597592835,0.9761621152002475,0.9767143417600068
0.0,32.0,23.0,24.0,11,0.0004990068261185865,0.9848775254988246,0.9853765323249432
0.0,32.0,23.0,24.0,9,0.00047900139169931855,0.9809927140702321,0.9814717154619315
0.0,32.0,23.0,24.0,15,0.00047785280175249856,0.9755827144921644,0.9760605672939169
0.0,32.0,23.0,24.0,16,0.0004756298120048852,0.9737576588349747,0.9742332886469796
0.0,32.0,23.0,24.0,19,0.0004306001375548041,0.9662361261276962,0.966666726265251
0.0,34.0,24.0,26.0,25,0.02551456920758377,0.9714981560876091,0.9459835868800254
0.0,34.0,24.0,26.0,24,0.025018761132674094,0.989832787383447,0.964814026250773
0.0,34.0,24.0,26.0,23,0.0063943570201476785,0.986645835578869,0.9802514785587213
0.0,34.0,24.0,26.0,27,0.0010443686741968827,0.9722319272090111,0.973276295883208
0.0,34.0,24.0,26.0,13,0.0010314831697789684,0.9761621152002475,0.9771935983700265
0.0,34.0,24.0,26.0,11,0.0009325792413327205,0.9848775254988246,0.9858101047401573
0.0,34.0,24.0,26.0,9,0.0009055209985771029,0.9809927140702321,0.9818982350688092
0.0,34.0,24.0,26.0,16,0.000895100184622355,0.9737576588349747,0.974652759019597
0.0,34.0,24.0,26.0,15,0.0008937083803960411,0.9755827144921644,0.9764764228725604
0.0,34.0,24.0,26.0,19,0.0008081306061403781,0.9662361261276962,0.9670442567338365
0.0,38.0,28.0,29.0,29,0.018305555006717933,0.9673607306956565,0.9490551756889386
0.0,38.0,28.0,29.0,28,0.011772937685639695,0.9796242442249407,0.9913971819105803
0.0,38.0,28.0,29.0,27,2.8716932898298353e-05,0.9722319272090111,0.9722032102761128
0.0,38.0,28.0,29.0,7,1.9218631060580194e-05,0.9576555555986516,0.957636336967591
0.0,38.0,28.0,29.0,5,1.7386382620609986e-05,0.9705902194255033,0.9705728330428827
0.0,38.0,28.0,29.0,3,1.3983810762674409e-05,0.9779674232069707,0.977953439396208
0.0,38.0,28.0,29.0,6,1.3779878033082227e-05,0.9646009349825583,0.9645871551045252
0.0,38.0,28.0,29.0,2,1.2377537115471071e-05,0.9813504368589504,0.9813380593218349
0.0,38.0,28.0,29.0,4,6.793933049031864e-06,0.9802094917780941,0.9802026978450451
0.0,38.0,28.0,29.0,10,5.651472502421484e-06,0.9773644975561867,0.9773588460836843
0.0,40.0,5.0,27.0,27,0.0029199733388072246,0.9722319272090111,0.9751519005478183
0.0,40.0,5.0,27.0,5,0.0008359030744712337,0.9705902194255033,0.969754316351032
0.0,40.0,5.0,27.0,6,0.0006772021369917391,0.9646009349825583,0.9639237328455665
0.0,40.0,5.0,27.0,3,0.0005510317761917571,0.9779674232069707,0.977416391430779
0.0,40.0,5.0,27.0,2,0.0004548980036623851,0.9813504368589504,0.980895538855288
0.0,40.0,5.0,27.0,4,0.0004208175502656841,0.9802094917780941,0.9797886742278284
0.0,40.0,5.0,27.0,10,0.00039454355247703354,0.9773644975561867,0.9769699540037097
0.0,40.0,5.0,27.0,8,0.00039454355247703354,0.9773644975561867,0.9769699540037097
0.0,40.0,5.0,27.0,7,0.00020994610646241085,0.9576555555986516,0.9574456094921892
0.0,40.0,5.0,27.0,9,0.00016205252328160835,0.9809927140702321,0.9808306615469505
1.0,0.0,0.0,1.0,7,0.00026857429605009475,0.9615941730091156,0.9618627473051657
1.0,0.0,0.0,1.0,5,0.00026844619538668457,0.9735798974668276,0.9738483436622143
1.0,0.0,0.0,1.0,27,0.00024882307803364423,0.9754201275580593,0.9756689506360929
1.0,0.0,0.0,1.0,6,0.00017830369506421917,0.9680857106142061,0.9682640143092703
1.0,0.0,0.0,1.0,3,0.00014614052044981118,0.9801957767096471,0.9803419172300969
1.0,0.0,0.0,1.0,11,0.00013122818676414294,0.9863253822626912,0.9864566104494553
1.0,0.0,0.0,1.0,2,0.0001253799221532237,0.9832252198614354,0.9830998399392822
1.0,0.0,0.0,1.0,13,0.00012206353371890799,0.9780087553770188,0.9781308189107377
1.0,0.0,0.0,1.0,10,0.0001052300380326443,0.9804033266717743,0.980508556709807
1.0,0.0,0.0,1.0,8,0.0001052300380326443,0.9804033266717743,0.980508556709807
1.0,1.0,0.0,2.0,2,0.010010671130727622,0.9832252198614354,0.9732145487307078
1.0,1.0,0.0,2.0,3,0.006244429060580425,0.9801957767096471,0.9739513476490667
1.0,1.0,0.0,2.0,5,0.004304979919461216,0.9735798974668276,0.9692749175473664
1.0,1.0,0.0,2.0,7,0.004290225421932581,0.9615941730091156,0.9573039475871831
1.0,1.0,0.0,2.0,27,0.0038698675376411806,0.9754201275580593,0.9715502600204181
